,GC.RM.8672.BT5011.1_quant,GC.RM.8672.BT5011.10_quant,GC.RM.8672.BT5011.11_quant,GC.RM.8672.BT5011.12_quant,GC.RM.8672.BT5011.141_quant,GC.RM.8672.BT5011.142_quant,GC.RM.8672.BT5011.143_quant,GC.RM.8672.BT5011.144_quant,GC.RM.8672.BT5011.145_quant,GC.RM.8672.BT5011.146_quant,GC.RM.8672.BT5011.147_quant,GC.RM.8672.BT5011.148_quant,GC.RM.8672.BT5011.149_quant,GC.RM.8672.BT5011.150_quant,GC.RM.8672.BT5011.151_quant,GC.RM.8672.BT5011.152_quant,GC.RM.8672.BT5011.2_quant,GC.RM.8672.BT5011.3_quant,GC.RM.8672.BT5011.4_quant,GC.RM.8672.BT5011.5_quant,GC.RM.8672.BT5011.6_quant,GC.RM.8672.BT5011.7_quant,GC.RM.8672.BT5011.8_quant,GC.RM.8672.BT5011.9_quant
ENSRNOG00000000299,2.127884,1.926728,1.253475,0.419388,0.096803,0.341782,0.295042,0.636793,1.737205,0.518962,0.947025,1.365449,1.578848,0.665943,0.939684,1.35166,0.096398,0.793433,0.338252,0.176686,0.57843,2.437155,1.067266,1.230571
ENSRNOG00000000302,12.270443,15.371782,7.011404,6.333012,6.345341,4.723621,1.202416,9.476098,17.165632,9.125573,13.035652,13.864435,15.402375,11.224963,12.617907,15.037076,3.161124,3.909869,3.800446,1.464146,3.715751,14.801809,13.102118,13.006121
ENSRNOG00000000303,0.954603,1.237645,1.031674,0.813052,1.193159,0.737509,0,1.81899,1.372951,0.888332,1.608383,1.602898,1.846429,1.134546,1.242125,0.945908,0.448746,0.828086,0.900612,1.306548,0.484917,1.055737,0.550078,0.759288
ENSRNOG00000000304,499.125843,418.92418,457.403622,347.457734,364.755924,394.673744,98.633596,402.465341,460.793078,410.456886,471.185658,423.155981,401.556302,507.128567,418.88169,483.230753,310.716823,305.450805,350.62,299.190687,406.843346,370.25412,302.622845,446.761445
ENSRNOG00000000306,4.233238,4.891056,4.449953,4.298695,5.192995,7.59867,7.641273,8.351478,6.428694,4.793218,5.614302,6.453435,5.949316,7.310202,5.719371,5.03601,5.651938,8.808557,4.934277,2.463636,5.21701,5.340516,5.849128,3.197857
ENSRNOG00000000307,0.121833,0.442532,0.177005,0.1415,0.355939,0.179467,0,0.422232,0.335697,0.318058,0.403405,0.768456,0.398942,0.311201,0.792596,0.431616,0.282994,0.521828,0.224912,0.05569,0.109359,0.294041,0.302679,0.33134
ENSRNOG00000000308,2.277377,2.141578,3.178941,1.29578,5.777911,4.908893,41.415885,3.0749,3.592275,3.046037,3.167662,3.139209,3.021829,2.604469,2.91502,3.142162,3.106506,4.101537,3.754435,7.884246,5.835363,2.164336,2.86416,1.78342
ENSRNOG00000000312,5.918354,3.960202,3.974289,3.055005,2.132253,1.738667,0,4.875409,4.61194,1.97764,3.55939,3.752689,4.614073,4.117025,2.721143,4.765695,1.785169,3.16257,2.106784,2.571711,1.66412,5.175193,2.696199,3.734918
ENSRNOG00000000314,75.566369,55.107904,43.867009,43.063244,33.920714,31.159523,10.903664,49.613829,55.32127,42.521227,50.347411,60.442117,52.240438,54.971057,44.493383,50.677956,33.516688,34.008512,25.373864,16.874845,28.267371,66.823173,42.075686,51.856649
ENSRNOG00000000316,0.212208,0.044028,0.035269,0,0.035384,0,0,0,0.093801,0.031615,0.173234,0.392162,0.092847,0.039519,0,0.080131,0,0,0,0,0,0.117259,0.130232,0
ENSRNOG00000000320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000000321,0.556138,2.049985,1.439986,0.669841,0.462753,0.499727,0,1.444683,1.508675,1.010484,1.264327,1.346989,1.763416,0.664337,0.964903,0.932219,0.03911,0.216645,0.626589,1.519982,0.147557,1.36946,0.905811,0.414077
ENSRNOG00000000322,21.537031,22.169967,21.920312,17.553044,11.46689,11.105596,7.740746,22.810564,22.867118,14.371769,18.984768,23.462092,23.53402,18.3645,16.467825,19.113898,10.12255,13.025806,10.086498,8.150387,8.587132,22.995096,15.353355,18.636256
ENSRNOG00000000323,0.204542,0.233578,0.135741,0.237561,0.188001,0.120591,0,0.33678,0.224945,0.015274,0.187304,0.413255,0.297151,0.568796,0.088708,0.21269,0.050336,0.121771,0.260308,0.112321,0.110244,0.492977,0.23385,0.477867
ENSRNOG00000000327,3.009777,2.895695,1.613871,1.189492,2.616787,2.031957,0.504795,3.395418,3.686558,1.987528,2.938978,3.401018,4.107127,2.92721,2.8011,2.69515,1.146469,1.209345,1.410396,1.031731,1.275678,3.30814,2.708889,2.702334
ENSRNOG00000000335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000000340,111.997412,111.580959,115.221688,131.331027,141.170293,135.641074,145.365124,116.774012,148.623416,120.338434,111.42562,108.077904,112.676543,132.832251,118.047996,142.593178,131.096471,133.932398,111.086168,115.742098,141.291671,100.327578,112.983854,109.139256
ENSRNOG00000000341,1.676778,1.764746,1.043456,1.244211,0.46689,0.686397,0.098687,0.888025,1.059271,0.73015,0.924469,2.07755,1.235517,1.027909,1.555431,1.147032,0.301461,1.151115,0.827264,1.534142,0.892401,1.219278,1.08367,1.130058
ENSRNOG00000000345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000000368,0,0,0,0,0,0,0,0,0,0,0,0.079068,0,0,0.022889,0,0,0,0,0,0,0,0,0
ENSRNOG00000000373,0.2127,0.073481,0,0,0.176821,0,0,0.061382,0.052561,0,0.145241,0.356335,0.467674,0.066407,0.123016,0,0,0.25026,0,0,0,0.589977,0.493633,0.237618
ENSRNOG00000000376,0,0,0,0,0,0,0,0,2.777008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000000378,36.639681,32.99083,34.603324,48.522535,79.390027,112.523088,117.868184,58.387659,55.182068,60.374023,38.208739,39.911038,43.6267,64.948319,52.717141,76.759731,88.138049,89.71934,52.871385,58.120162,77.726899,48.186928,53.511018,43.178885
ENSRNOG00000000383,0,0,0,0,0.053964,0,0.127732,0.055972,0,0.103886,0,2.695658,0,0.019962,0.056025,0,0,0.03665,0,0,0.012893,0,0,0
ENSRNOG00000000384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000000386,45.029159,69.143455,46.023626,29.090575,58.669822,32.134375,16.314733,73.21874,67.279631,59.61684,82.783847,85.963159,72.742598,36.716172,65.425511,59.378727,25.396774,36.569805,40.581213,25.777369,33.343359,68.673074,76.342346,58.267028
ENSRNOG00000000387,17.932697,17.969966,16.358686,11.67164,16.867052,17.019146,18.739961,18.617271,15.988736,19.568438,16.753384,19.027948,16.207514,16.010607,16.773552,15.798031,10.72894,11.164294,14.507794,11.382893,15.368678,17.491135,11.11476,13.977272
ENSRNOG00000000392,13.336009,9.92798,9.075691,8.806843,7.485636,5.919271,5.982634,9.37793,10.973037,8.403309,8.041716,9.283162,10.348257,10.427873,8.545649,11.344848,6.455051,6.262691,6.036178,3.989494,6.594089,10.249848,7.384001,9.087478
ENSRNOG00000000394,7.373839,7.131052,5.845314,7.379235,8.030153,7.567969,23.705954,9.374028,7.815018,13.119282,7.798104,10.259942,9.928017,10.976545,12.42638,9.715288,6.001504,7.613382,11.78839,18.221374,12.423776,8.893977,10.834982,10.993637
ENSRNOG00000000395,2.095412,2.661704,1.172717,1.456897,2.424293,2.077293,0.724663,3.185647,3.182138,2.420853,2.094657,3.879389,2.77552,2.030898,2.448284,2.94691,1.28218,1.774151,1.727152,2.420559,2.633305,3.131076,3.215176,2.577502
ENSRNOG00000000396,10.996107,7.17826,8.937587,8.875274,9.0452,8.12441,2.499429,13.429252,12.654769,12.76324,12.026553,12.306083,13.172616,11.838057,11.201878,11.513932,5.216037,9.179466,6.88441,5.280554,4.574814,10.422377,11.652501,9.888069
ENSRNOG00000000397,9.636147,9.131661,8.950566,9.038747,17.759532,14.694537,32.300971,12.171838,10.711037,14.295889,11.175489,11.740148,11.342101,10.26161,11.996959,13.841919,13.614668,13.325573,11.456658,13.903482,14.595283,9.776557,10.772173,8.402922
ENSRNOG00000000398,3.354331,2.782539,1.953266,1.212037,2.420376,2.220225,1.04192,4.066783,4.048173,3.284967,3.143176,5.393308,3.759563,3.210345,3.831286,3.322091,2.149576,2.780931,3.057169,1.732811,0.701179,3.056232,3.315378,2.575065
ENSRNOG00000000401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000000405,0,0,0,0,0,0,0,0,0,0,0,0.427587,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000000406,0.029808,0,0.012358,0,0,0,0,0.012917,0,0.022272,0,0.025107,0,0,0,0.014094,0,0,0,0,0,0,0.056707,0
ENSRNOG00000000407,5.262259,2.405582,1.676616,1.138469,1.092935,1.364211,0,2.813534,3.849235,1.378138,3.17328,3.433385,4.429097,2.649167,3.021126,2.770032,0.74273,1.235164,1.417414,0.774179,0.276859,3.061523,2.099342,2.529237
ENSRNOG00000000408,6.682344,7.048823,4.210029,4.513784,3.399737,4.757841,2.214719,7.157376,7.431196,6.07613,6.088602,7.751611,7.690543,6.927889,5.884233,6.410111,2.729444,5.317718,3.08322,3.19497,3.339486,6.366159,4.698667,5.403056
ENSRNOG00000000410,0,0,0,0,0,0,0,0.057946,0,0,0.068514,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000000411,23.336163,15.676511,14.008751,13.020569,11.60007,11.408478,6.050309,16.410561,16.969808,15.471363,16.619495,16.798758,15.926382,17.507073,14.663355,16.361363,9.112846,9.420099,9.840878,8.496763,10.010749,14.503103,12.918787,15.404631
ENSRNOG00000000412,0,0,0.021708,0,0,0,0,0,0,0,0,1.166393,0,0,0.045378,0,0,0,0,0,0,0.018026,0,0
ENSRNOG00000000413,0.148497,0,0.082312,0.11498,0.041239,0,0,0.771684,0,0,0.050557,0.581704,0.036141,0.046158,0.128817,0.046707,0.031063,0.128983,0.13348,0,0.029578,0.068446,0,0.165783
ENSRNOG00000000414,2.188888,1.439671,0.972642,0.9643,0.310823,0.444552,0,1.650456,1.963954,0.618788,1.1515,1.674056,2.266762,1.079671,1.276726,1.639304,0.268167,1.072953,0.404551,0.689475,0.615913,2.350655,0.730585,1.137164
ENSRNOG00000000415,5.883,6.504142,6.710482,7.259876,9.589593,13.471059,9.24462,10.461919,9.875976,11.661928,8.312438,10.608386,9.155273,11.69058,8.145959,10.863394,14.497358,9.602244,8.995817,7.680981,11.629758,6.350404,7.483936,8.306772
ENSRNOG00000000417,3.772075,3.242453,1.67672,1.418309,2.590826,2.154209,1.275448,4.298947,4.429792,2.730313,2.756944,5.594423,4.356763,2.573188,3.6121,4.527389,1.274044,2.767668,1.426631,0.961255,1.587313,4.768262,2.252585,2.963782
ENSRNOG00000000418,0.92083,1.193926,0.650604,0.60604,1.611601,1.897297,1.05324,1.91421,0.509187,1.097042,0.846074,1.894398,0.638318,1.029672,1.278052,1.086355,0.864735,0.718023,0.496241,0.588261,1.513541,1.240868,0.530353,1.541867
ENSRNOG00000000419,5.953486,4.316978,6.308906,4.718868,31.004102,30.990544,27.908432,7.653785,4.218151,28.782795,5.407626,5.125417,5.352047,5.554774,7.531392,13.09907,4.98028,7.529355,20.951524,29.443096,35.935828,4.342119,7.009842,6.512905
ENSRNOG00000000420,12.979375,18.34052,15.426336,15.201799,11.508921,14.770405,10.054648,14.374241,13.702933,10.385586,21.136544,11.098863,17.438627,19.054768,18.83867,13.974334,12.94368,18.214161,10.696623,5.188506,11.975475,13.608238,17.143804,16.841141
ENSRNOG00000000421,15.327318,13.493638,9.314065,13.775063,8.135961,9.758719,4.291127,12.284599,11.777021,8.128011,12.208721,11.397523,12.202112,12.563597,11.15832,13.060371,9.592518,12.235026,6.738497,5.431637,5.914073,14.941492,11.726918,11.633939
ENSRNOG00000000422,8.665367,6.709233,5.328699,6.573975,10.024632,8.610097,5.262416,7.423926,9.052697,9.926022,6.828639,6.880651,9.715679,6.745804,7.214108,7.663016,6.599651,8.133626,5.713249,6.59977,4.850018,5.657788,6.260408,6.457039
ENSRNOG00000000423,2.730073,4.348556,3.145347,1.92213,6.082885,7.222516,4.194751,9.635833,5.169204,8.497072,9.631867,7.149892,8.266972,4.945487,5.602874,7.172718,5.581716,10.82621,4.378501,2.438141,7.014673,4.588594,8.919662,2.927617
ENSRNOG00000000428,0,0.239243,0,0,0.28811,0.256712,0.048866,0.399625,0,0.51476,0.117962,0.193529,0.084357,0.188586,0,0.272018,0.07281,0.352849,0,0,0.378921,0.119782,0.133351,0.096624
ENSRNOG00000000431,16.32477,14.59102,7.646742,14.639703,5.069732,5.710751,1.783318,14.433461,12.644225,12.666837,8.857793,9.200098,17.763705,15.158979,19.263609,14.557511,4.221215,11.190979,3.27688,5.035796,4.318126,16.58688,8.527297,12.899705
ENSRNOG00000000432,5.034806,6.952302,5.834366,5.847615,8.042849,7.115904,8.131457,6.535558,4.653984,6.215702,6.704782,7.636972,6.792228,6.536257,7.603825,5.352176,4.645383,9.203538,5.839764,4.909557,7.607282,4.7993,6.607439,5.00317
ENSRNOG00000000433,0.650046,0.490163,0.24586,0.395041,0.863382,0.304171,0.123461,0.307039,0.648673,0.865754,0.423042,1.07054,0.556543,0.750139,0.461382,0.716419,0.59731,0.206773,0.148181,1.193753,0.434744,1.053272,0.620589,0.247477
ENSRNOG00000000435,18.017967,15.86008,14.477268,10.93287,11.766136,9.934922,2.979655,17.12697,12.833764,12.711636,14.19703,19.230795,17.462027,14.214315,15.164964,18.232511,10.077371,13.718488,9.220168,6.85218,6.800072,19.478003,12.015718,13.341
ENSRNOG00000000436,0.259234,0.626576,0.504402,0.741737,2.203016,0.761257,1.638737,1.904307,0.321399,1.181488,0.44345,1.854053,1.460387,0.650677,0.674712,1.733794,0.222572,1.017963,0.70486,0.867164,0.213511,0.490964,0.067157,0.651924
ENSRNOG00000000437,2.344923,2.165406,2.330024,1.674362,3.093153,3.223102,2.818335,3.037898,2.466573,2.722055,2.323756,7.527491,3.544119,2.544649,3.949226,2.667352,1.750383,2.805587,2.769801,1.364851,2.58313,2.493859,3.202372,2.92541
ENSRNOG00000000438,74.825055,74.463144,62.146582,56.734886,78.760866,75.609661,96.977046,76.091083,71.070028,94.912495,73.220814,71.125354,63.546075,80.980951,71.975898,83.565722,41.778558,49.686292,70.264808,60.730203,79.45351,78.273131,68.645675,66.49122
ENSRNOG00000000439,0.180185,0.172859,0.375746,0.080143,0.47909,0.78212,3.359443,0.828869,0.304462,0.513307,0.370054,0.426121,0.460572,0.221589,2.620992,0.890893,0.152277,1.656344,1.400558,0,4.614255,0.103977,0,0
ENSRNOG00000000440,12.054618,11.323304,7.365967,8.56763,10.367316,9.318054,3.307299,14.28008,10.458443,9.828122,11.516254,13.916562,11.95554,12.320595,11.110398,14.372739,6.25183,8.714096,4.866803,5.988343,7.886906,10.09682,8.564085,8.500361
ENSRNOG00000000441,1.482264,2.01484,1.854982,1.649826,1.844295,1.495722,0.549097,1.523255,2.139297,1.715666,1.998427,3.019964,1.772232,1.263873,3.295368,1.743665,0.838864,2.409799,2.711653,2.271032,1.54491,2.25525,3.173831,1.941842
ENSRNOG00000000442,0.29175,0.353408,0.201616,0.213348,0.176139,0.274801,0.357189,0.477599,0.261193,0.435916,0.049447,0.532366,0.235293,0.435323,0.407703,0.659014,0.11932,0.522232,0.151848,0.074206,0.135937,0.278869,0.135724,0.460948
ENSRNOG00000000443,551.481245,380.573686,207.101696,166.737508,69.549209,35.427624,3.596236,228.724791,327.319345,117.782427,250.061882,284.879554,387.822863,248.989541,204.231422,282.40949,44.227712,89.076208,41.960578,15.67032,20.956038,478.212756,227.232136,330.335504
ENSRNOG00000000446,0.253125,0,0,0.588121,0,0,0,0.218363,0,0,0.105171,0,0,0,0.21979,0.707735,0,0,0,0,0,0,0,0
ENSRNOG00000000451,25.496467,34.686254,37.852258,34.138558,23.215141,19.978855,11.374623,46.210429,28.53644,35.309772,47.004357,37.899962,33.78191,31.969917,35.059124,38.618559,23.866896,33.024182,32.118169,51.812975,39.612254,34.706086,51.565705,39.136331
ENSRNOG00000000454,0.148893,1.321318,0.521027,0.421245,0.322853,0.642813,0,0.951203,1.163254,1.003591,0.462296,1.026958,0.665227,0.723429,0.944311,1.252195,0.200611,1.699823,2.319918,0.441709,1.730211,0.823624,0.759057,1.156984
ENSRNOG00000000455,28.330574,19.046729,17.06819,23.055189,13.500525,15.223962,9.518521,23.694462,15.153714,15.120229,20.212592,16.873786,20.79634,22.574592,16.995112,16.997278,19.360134,20.252836,10.305056,10.044906,16.978614,22.812974,26.086149,19.102795
ENSRNOG00000000456,144.559742,109.855452,93.963713,140.613858,132.956751,156.562094,95.605017,129.225591,136.343946,132.711115,147.657942,115.222985,129.092569,126.869435,117.572189,140.258309,164.459535,138.711905,111.184856,97.783632,133.411223,123.245567,118.327637,135.450763
ENSRNOG00000000457,10.849846,11.22082,8.857715,10.507346,14.774966,17.461184,89.695536,12.099989,13.176503,11.00347,12.533117,13.533289,14.051302,12.336921,10.668151,10.754027,13.129003,15.45034,12.549843,14.76997,17.521997,11.244943,13.10658,10.424782
ENSRNOG00000000459,79.642945,65.047025,50.389582,103.074224,83.343418,113.961632,71.957128,85.541837,96.084262,91.368245,86.324278,55.995823,74.364335,89.673467,87.538863,85.177536,132.997381,98.926951,85.274701,62.800226,91.305918,82.574381,84.74887,84.970585
ENSRNOG00000000461,23.529048,18.601473,13.472875,10.463142,17.037439,17.545295,34.129294,24.770953,22.701816,21.793764,16.729653,21.308894,23.401227,16.890242,20.914255,23.143194,14.031497,18.648647,15.014716,12.105243,12.663349,22.56584,17.158826,15.149394
ENSRNOG00000000463,0.054997,0,0,0,0,0.032168,0.092492,0.060226,0.016007,0.032591,0.022212,0.13167,0.015858,0.040235,0.090416,0.034318,0,0.132688,0,0,0.065698,0.075164,0.016643,0.046057
ENSRNOG00000000464,6.367109,5.058026,3.26085,3.408649,6.476578,7.374375,2.035048,10.959826,7.020812,7.087531,8.992329,9.565958,9.25469,7.581453,7.144424,12.062077,2.90418,10.329905,2.675489,1.031622,4.767977,7.678494,8.265497,6.98155
ENSRNOG00000000465,57.860939,49.216866,40.727155,56.414795,22.623016,27.95754,6.484051,53.845013,45.698194,35.503654,49.558821,42.883003,49.953276,62.639746,43.511992,56.832226,21.080941,26.636856,18.627491,14.986281,21.10799,60.604868,35.828173,43.938087
ENSRNOG00000000466,23.583309,30.909247,37.037917,27.949975,43.722856,38.29503,54.559011,34.355809,25.475522,41.053425,36.112732,29.543074,29.860735,41.177873,44.644203,42.293096,34.684678,42.005209,30.309018,37.54277,54.243756,27.114941,26.203068,29.256977
ENSRNOG00000000467,12.775008,11.429662,13.461607,16.913678,11.630497,22.660106,11.447101,18.16292,7.719729,9.140369,9.36156,14.310632,16.330195,16.348775,12.190812,15.596505,10.422854,14.615251,6.280116,4.713801,7.543019,12.768658,18.675972,12.392373
ENSRNOG00000000470,6.978521,6.114455,4.941102,4.001561,7.860494,4.068878,2.231552,12.773974,8.118833,4.353469,6.686686,9.220076,8.106808,7.231745,8.223216,13.245468,3.016475,7.517238,3.324616,0.541533,3.953017,8.087025,4.305987,5.812272
ENSRNOG00000000471,2.822334,2.924751,2.846245,3.105435,5.308134,3.219306,1.824207,3.857815,4.297904,4.13479,5.175349,4.353508,5.937001,3.863585,3.414989,2.449145,3.651255,2.431107,2.316054,2.027127,3.277958,4.173699,5.463845,2.7384
ENSRNOG00000000473,112.190709,102.708101,106.618509,157.147079,110.96524,168.317896,283.439802,136.242112,91.931927,121.894022,131.125869,105.358598,100.414028,127.773867,126.466912,149.61245,207.776864,175.372226,160.97099,83.567632,184.365777,119.305236,112.26398,114.309194
ENSRNOG00000000474,2.562461,2.251986,1.423461,1.03195,4.40387,2.151394,0.613058,6.420836,2.660179,2.492689,4.319885,5.139731,4.568847,2.499899,3.964088,4.709314,1.586134,3.542071,1.843629,0.834787,1.244628,3.5095,2.409008,1.659286
ENSRNOG00000000476,4.587291,3.691341,3.028315,2.423249,2.537634,3.50246,0.617524,5.087659,2.021562,3.672372,4.856239,5.437648,5.283827,3.5931,4.128004,3.885183,1.553343,1.297033,1.78929,1.44817,1.922298,3.405582,4.440434,3.624837
ENSRNOG00000000477,8.41289,6.475314,9.431927,11.83078,21.426451,26.325183,150.568811,15.805017,19.185787,19.260747,14.763345,16.867304,15.040136,13.935536,16.973053,26.612933,16.883913,25.728907,19.437207,17.046322,25.450354,14.152119,18.283549,9.058536
ENSRNOG00000000479,0.243225,0.15136,0.202217,0.188327,0.081061,0.46528,0,0.294927,0.251201,0.620287,0.347754,0.408369,0.177559,0.385504,0.590772,0.137712,0.366109,0.380037,0.065576,0.266292,0,0.235399,0.299079,0.162919
ENSRNOG00000000480,3.155733,5.696016,3.892178,3.083459,7.770302,5.679073,1.74433,9.371778,5.853768,7.291137,5.4064,7.988293,9.757496,6.229218,8.137388,14.632311,2.07998,9.772672,2.537074,2.097789,1.873886,6.728751,4.980598,4.907769
ENSRNOG00000000481,51.966113,63.339307,72.526421,74.590857,46.696309,55.080095,22.96009,58.394349,60.241144,56.74114,67.176629,57.271124,54.420604,55.509877,51.24478,64.521059,52.850717,56.415336,59.477248,34.873051,52.411998,65.134324,53.871665,71.297779
ENSRNOG00000000483,0.234067,0.17008,0.116529,0.072494,0.078209,0.103481,0,0.313488,0.116021,0.104835,0.0953,0.236385,0.289189,0.114324,0.14212,0.26547,0.086576,0.558577,0.047065,0,0.063069,0.177373,0.100555,0.117496
ENSRNOG00000000485,1.292567,1.218329,0.63552,0.955329,1.075853,0.691237,0.696785,1.170177,1.042539,0.873721,1.321806,2.365115,1.464063,1.180174,1.630974,1.606822,1.150317,0.667954,0.555667,1.713409,0.456073,1.260863,1.222777,1.869921
ENSRNOG00000000486,0,0,0.141925,0.065898,0.211949,0.062485,0,0,0.063291,0.252391,0.087336,0.07119,0,0.039975,0.147673,0,0,0.227716,0.057835,0.618688,0.101434,0,0.198352,0
ENSRNOG00000000488,23.509723,10.740239,12.814381,6.283707,10.166709,7.500332,0,5.499462,13.06642,2.240948,9.011896,12.592825,19.557422,9.422828,12.025828,8.059821,8.227784,5.870768,10.203038,1.381849,3.234073,13.628335,6.610027,9.677047
ENSRNOG00000000490,163.190456,183.152471,200.376694,219.926051,224.774794,210.076659,84.562974,183.378895,163.644863,197.006035,192.639488,313.438107,159.848028,186.622905,194.42329,174.237502,113.80845,123.257079,142.730721,92.181045,165.340932,145.808084,220.286143,208.538351
ENSRNOG00000000491,0,0,0,0,0.106307,0.046968,0,0,0,0,0.136214,0.055754,0.097449,0,0,0,0,0,0,0,0.114411,0,0,0
ENSRNOG00000000493,35.171664,35.912853,33.60033,31.39508,32.294463,37.16463,21.95764,42.956513,45.768923,37.294095,38.412961,36.733904,39.892973,35.248523,36.600083,43.920131,36.373064,38.222737,34.709786,23.671996,28.61965,39.550879,38.490346,36.374465
ENSRNOG00000000495,0.585489,0.537651,0.093417,0.069744,0.056437,0.182528,0,0.234164,0.33035,0.033623,0.091674,0.379062,0.523623,0.177501,0.156261,0.276698,0.041621,0.249342,0.045271,0.103025,0.013484,0.511869,0.103044,0.131875
ENSRNOG00000000498,2.412676,2.16118,1.270688,1.306259,1.409808,1.772152,0.788891,2.419858,1.540646,1.400166,1.955447,2.204003,2.224667,2.133055,1.589845,1.802325,1.108706,2.002267,0.870028,0.869726,1.045243,2.260443,1.625288,1.897891
