,GC.RM.8672.BT5011.1_quant,GC.RM.8672.BT5011.10_quant,GC.RM.8672.BT5011.11_quant,GC.RM.8672.BT5011.12_quant,GC.RM.8672.BT5011.141_quant,GC.RM.8672.BT5011.142_quant,GC.RM.8672.BT5011.143_quant,GC.RM.8672.BT5011.144_quant,GC.RM.8672.BT5011.145_quant,GC.RM.8672.BT5011.146_quant,GC.RM.8672.BT5011.147_quant,GC.RM.8672.BT5011.148_quant,GC.RM.8672.BT5011.149_quant,GC.RM.8672.BT5011.150_quant,GC.RM.8672.BT5011.151_quant,GC.RM.8672.BT5011.152_quant,GC.RM.8672.BT5011.2_quant,GC.RM.8672.BT5011.3_quant,GC.RM.8672.BT5011.4_quant,GC.RM.8672.BT5011.5_quant,GC.RM.8672.BT5011.6_quant,GC.RM.8672.BT5011.7_quant,GC.RM.8672.BT5011.8_quant,GC.RM.8672.BT5011.9_quant
ENSRNOG00000019936,14.896596,19.467644,16.417127,27.480528,29.960367,30.652947,13.03838,28.587915,31.020123,28.041746,27.330588,29.564674,24.152342,43.057179,27.294877,30.17743,41.192091,66.146867,37.87763,19.71333,22.910405,23.946184,19.039154,23.11535
ENSRNOG00000019937,0.304445,0.271539,0,0,0.21821,0,0,0.03779,0.128595,0,0,0.109928,0.03182,0,0,0.164728,0,0.113196,0,0.318609,0.078242,0.24111,0.066958,0
ENSRNOG00000019940,92.072392,74.73584,79.13509,108.941454,48.08176,67.302791,23.837387,70.671096,90.429328,64.085585,74.803374,60.212364,81.65094,109.916857,73.236767,84.095299,53.790281,57.10369,44.333462,28.047822,45.941244,79.698766,59.602625,89.427054
ENSRNOG00000019942,0,0,0,0,0.069381,0,0,0,0,0,0,0.139823,0,0,0.072499,0,0,0,0,0,0,0.05805,0,0
ENSRNOG00000019943,0.176602,0.366567,0.024434,0.182321,0.196573,0.08672,0.399093,0.204019,0.216222,0.351308,0.26985,0.594147,0.149899,0.123002,0.178718,0.50055,0.036438,0.05039,0.256806,0,0.03523,0.223229,0.044986,0.073889
ENSRNOG00000019946,30.365565,25.796854,21.417733,27.756963,21.340194,25.527843,13.67244,29.055455,41.926574,21.81835,28.688107,23.624181,29.043234,38.854037,22.387981,34.55812,18.23205,25.850041,12.334099,8.376929,16.340086,29.233042,22.897432,24.252297
ENSRNOG00000019948,3.515485,3.722148,3.366718,4.027444,4.159873,5.308962,15.198533,3.480646,3.588938,2.540365,2.999003,3.799195,3.344409,3.802703,2.427104,2.473082,4.973358,5.58387,4.918457,4.91624,4.699183,3.861751,4.366987,3.032357
ENSRNOG00000019949,40.14466,34.124643,33.774148,43.885876,26.494908,28.855875,6.987724,41.471616,42.764825,39.201946,36.692199,39.076708,34.52684,40.591757,42.700827,41.219198,32.153477,34.484372,25.928258,18.373414,31.632748,43.058236,52.191262,30.789752
ENSRNOG00000019950,0.839595,1.061586,0.823005,0.716212,1.394972,1.060032,0.265465,1.134436,1.243155,0.743608,0.798149,1.147533,1.523247,1.338709,1.57248,1.468723,0.619383,1.562429,0.245702,0.223439,0.633977,1.054624,1.953655,0.743414
ENSRNOG00000019953,48.759152,32.955858,32.457646,32.319759,10.703949,17.22526,5.036328,38.187448,36.462561,20.648474,29.828627,29.054145,42.712061,41.151741,19.610434,23.926172,18.949337,18.495448,13.631877,9.923107,10.588148,33.71933,13.939422,25.073751
ENSRNOG00000019955,0.593839,0.739561,0.271137,0.367842,0.322226,0.28431,0,0.771781,0.698022,0.376529,0.96792,0.699237,0.79931,0.358475,0.721145,0.476882,0.238967,0.25421,0.358719,0.217175,0.373149,1.474012,1.157303,0.720532
ENSRNOG00000019956,6.018481,6.103698,4.301826,3.428815,4.905016,4.787854,2.329668,10.055149,7.41049,5.964833,5.836786,7.155698,10.770362,7.477885,7.539241,8.84978,2.760805,7.746075,2.069015,1.676535,2.406311,6.708002,3.544089,5.60117
ENSRNOG00000019957,2.764817,1.793768,1.376405,0.820625,0.481168,0.64513,0.097634,1.317704,1.75779,0.705181,1.383591,1.667619,2.109694,1.442356,0.819381,1.459025,0.482792,0.588947,0.463242,0.379454,0.482834,1.920444,1.59926,1.696267
ENSRNOG00000019958,0,0,0,0,0,0,0,0,0,0,0,0.05736,0.050155,0,0,0,0,0,0,0,0,0,0,0.057357
ENSRNOG00000019959,0,0,0,0.124418,0,0,0,0.017406,0,0.044997,0.042036,0.01691,0,0,0,0,0,0,0,0.036768,0,0.027661,0,0.067211
ENSRNOG00000019960,6.510791,5.778685,4.773287,6.152015,7.947945,6.574063,7.478819,7.740872,7.214956,6.772049,7.331699,8.471042,10.323579,8.370696,7.75405,7.963045,5.735679,8.277662,7.709586,5.080728,6.063853,6.566605,7.520023,6.931129
ENSRNOG00000019961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000019962,3.320368,2.406186,1.625665,2.887886,1.061462,1.472746,0,2.63962,2.447765,1.591885,2.182304,2.40632,2.820804,2.182522,2.76191,2.833378,1.138595,1.8514,1.256078,0.373616,1.033112,2.860109,1.990633,2.018223
ENSRNOG00000019963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000019964,7.275838,8.295012,5.007794,4.737517,11.037482,10.789006,8.223933,14.559162,7.480312,8.580979,7.770363,10.884003,11.362666,8.415954,9.895964,12.216126,5.844285,10.686414,5.708575,5.301609,6.824852,10.652175,5.324521,7.137212
ENSRNOG00000019965,1.269062,0.956973,0.911869,1.07195,0.960366,0.254516,0.390928,1.049015,1.535009,0.343174,1.00268,1.112793,0.759215,0.511876,1.150941,0.924863,0.582484,1.512209,0.038959,0.946378,0.964526,0.638839,0.711207,0.96624
ENSRNOG00000019968,7.266965,5.9417,5.485017,5.334423,5.435156,5.769078,3.732219,8.313046,5.91874,5.912452,5.353147,7.565866,7.715813,5.9768,6.385361,5.676101,3.158892,5.420575,3.612023,5.176178,3.971817,5.966362,5.965626,6.186559
ENSRNOG00000019970,41.075105,41.060656,42.289123,40.082088,33.804905,25.793281,10.649701,45.997708,51.851249,41.526178,38.661329,43.871759,40.120365,45.439852,40.158817,51.479622,31.404145,38.746345,27.148486,19.741128,25.961583,38.022023,37.33146,41.358872
ENSRNOG00000019971,17.162804,18.939196,17.848738,16.233309,22.056773,26.306615,12.616156,31.922443,28.466009,22.965783,27.801934,25.315884,28.331752,24.806095,27.552367,23.197346,23.968983,20.529835,16.828122,9.413733,21.039497,26.055984,17.256445,18.531718
ENSRNOG00000019973,7.302686,9.295816,10.052807,10.695687,12.047754,14.079948,15.869255,11.117559,8.380496,10.564033,10.387173,11.845703,9.70232,10.130942,10.991954,12.092335,15.597698,16.514752,14.119559,11.109549,15.883299,8.378467,9.919609,10.326132
ENSRNOG00000019974,515.806913,539.075423,612.765746,640.925196,444.330628,479.548574,307.002934,600.619512,723.53412,670.964531,652.296919,543.847813,542.472354,572.296299,665.132667,573.382707,578.799941,614.038945,689.136238,541.835364,548.961079,580.825051,782.333476,616.772949
ENSRNOG00000019975,18.577703,16.423577,15.626201,12.07698,13.815801,13.875949,14.298599,17.635829,20.54109,17.161084,19.421457,19.253643,20.984178,15.268561,16.383599,20.428794,12.608945,15.87629,13.144844,8.943706,12.91547,18.142248,17.468392,16.586658
ENSRNOG00000019976,1.692406,1.573562,0.852403,2.096752,2.368364,2.844103,0.715687,3.071309,1.410717,1.61617,1.756378,2.667765,2.651401,1.375396,2.937496,0.951124,2.315079,3.706365,0.703394,1.219074,0.400879,1.427837,0.539456,2.133603
ENSRNOG00000019977,41.036928,26.184919,20.322477,21.235776,18.884903,23.580951,18.062423,22.019203,31.064409,21.374891,20.515622,21.394569,26.056836,40.207333,22.993331,45.478582,14.970042,30.130365,13.781891,17.64118,15.155144,34.097508,15.005635,25.34203
ENSRNOG00000019978,5.303275,5.085259,4.580296,2.855621,2.247907,1.963332,1.574168,4.081997,4.032041,3.876859,4.989321,4.937202,5.403172,3.960377,4.366582,5.545395,1.646842,2.346184,1.877961,1.107911,2.175344,4.824084,2.54909,4.212097
ENSRNOG00000019979,2.152254,1.959778,1.004102,0.487746,0.306043,0.888121,0,1.818507,1.356533,0.624947,1.340928,1.36559,1.955741,1.24901,0.956284,0.990485,0.231074,0.685443,0.495777,0,0.156801,1.706502,0.928941,0.483534
ENSRNOG00000019980,61.814889,59.072532,64.742717,64.053804,83.15204,70.432135,40.807873,80.352386,70.688033,89.367081,70.7016,84.233745,79.388547,68.72476,82.552392,78.035789,60.635809,64.090053,61.104793,75.031497,70.780405,62.96235,75.649492,56.057745
ENSRNOG00000019981,115.9604,119.641043,104.102807,99.2592,54.18538,51.236201,6.638498,118.081598,114.209215,87.009182,135.99859,108.214996,118.379732,109.351702,91.702745,101.045969,58.512644,77.771277,57.144046,39.591243,47.494025,120.631135,125.779244,104.347817
ENSRNOG00000019982,94.889389,161.284482,114.503912,62.976253,159.688041,89.465123,53.090185,95.818105,103.238462,102.081024,154.430513,114.198192,107.125178,26.255096,133.230107,60.191635,105.918389,68.233935,93.505886,78.83822,101.928677,126.537681,119.495846,149.443697
ENSRNOG00000019983,44.11584,34.396617,30.883073,37.437639,22.325182,24.351001,11.609929,34.993152,40.576269,29.653245,33.745413,30.732591,38.415362,36.600841,30.51416,39.052041,18.798787,23.303771,22.45146,9.91705,25.183196,38.440177,26.207343,35.274155
ENSRNOG00000019985,0,0.08686,0,0,0,0,0,0,0,0,0.042716,0,0,0.058465,0,0,0.078402,0,0,0,0.05006,0,0,0
ENSRNOG00000019986,2.191441,2.404957,1.218433,0.602876,1.471117,0.998879,1.421897,2.310113,2.665339,1.570316,1.960184,3.30255,3.049549,2.521272,1.548048,1.68275,0.404752,1.034195,1.57575,0.407418,0.800328,2.875287,1.898076,1.290238
ENSRNOG00000019987,61.864437,70.594483,58.039443,97.203192,78.751687,121.558585,145.352526,94.744188,70.153629,88.925886,95.042088,60.685793,79.818242,78.559535,80.771714,76.646148,197.910137,172.585478,97.200245,93.592431,93.378753,67.313549,125.759347,60.656592
ENSRNOG00000019990,27.134338,34.138989,29.349575,44.456794,38.536431,41.543483,57.984348,39.832541,38.955976,37.580695,40.299093,29.168934,31.481362,40.428786,30.586227,42.291194,61.322116,51.056228,51.157911,31.882815,37.606753,34.75979,37.659862,31.669307
ENSRNOG00000019992,0.416033,0.756033,0.345764,0.295505,0.318435,0.22993,0.147001,0.240465,0.229651,0.2328,0.565883,0.554161,0.783233,0.403184,0.632007,0.360455,0.474165,0.536623,0.139877,0.095111,0.601902,0.311202,0.238994,0.929188
ENSRNOG00000019995,3.540891,2.278549,2.438711,1.181757,1.879686,1.97495,1.706578,3.277562,2.032205,1.542999,2.373093,3.634338,3.707278,2.710578,2.436198,2.705579,1.35167,2.139216,1.733059,1.223707,2.004619,2.747972,2.354522,2.812469
ENSRNOG00000019996,63.384,33.381773,28.741103,22.336112,10.411064,8.243251,0.075321,30.107778,27.649506,19.993896,28.536819,37.702956,39.62253,25.484935,24.483901,28.151907,9.450961,10.231803,9.42844,4.341234,5.34061,30.310486,25.213041,26.754995
ENSRNOG00000019999,0.822645,0.710549,0.685023,0.636966,0.399024,1.360268,0,0.474825,1.117488,0.254591,0.491368,2.642105,0.452009,0.128357,0.297359,0.387666,0.305153,0.664279,0.881848,0,0.081808,1.520714,0.635954,0.459476
ENSRNOG00000020000,9.523981,7.550411,9.701767,8.339536,10.094434,8.877725,3.50635,12.092338,13.577284,12.544164,11.306889,9.62664,11.250508,11.695086,12.976596,16.044225,7.699734,8.014729,7.463317,6.140836,8.014799,9.929304,10.848884,10.73019
ENSRNOG00000020004,3.582135,2.411827,1.772752,2.06545,0.921764,1.655252,1.388488,3.367275,3.702276,2.556008,3.186837,4.003042,3.804145,2.605732,3.305613,3.202582,0.830484,1.116082,0.410006,0.487323,1.093957,2.893621,3.123983,1.881899
ENSRNOG00000020005,80.966169,86.022842,67.713273,79.260199,61.663201,79.54412,55.075962,78.563784,78.617005,66.058304,77.463489,68.486598,81.660111,85.412027,76.627218,87.927083,73.043487,79.107168,63.500538,54.045387,66.474435,81.985358,82.304746,67.14974
ENSRNOG00000020006,0.111288,0.134797,0.061537,0.043085,0.217018,0.177719,0,0.353629,0.285457,0.318621,0.188674,0.234259,0.228964,0.146083,0.289589,0.490999,0.022793,0.34657,0,0.186771,0.222189,0.191537,0.254327,0.077577
ENSRNOG00000020009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020010,1.494056,1.548599,0.508929,0.420666,2.484818,1.647039,0.97787,1.469948,1.408736,2.370908,1.529704,2.048497,1.989883,1.716359,1.237209,1.792236,1.035975,2.630973,0.505689,0.247312,1.256213,1.741701,1.259754,1.024118
ENSRNOG00000020013,0,0,0,0,0,0,0,0,0,0,0.063843,0.052314,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020014,2.21246,2.600446,1.079252,2.229521,1.468692,1.805947,0.951418,2.777459,1.882783,1.02088,1.902473,5.381291,1.086347,2.2148,2.088361,2.143103,1.746564,1.807039,1.306373,0.729897,1.084444,4.402962,1.634721,2.598991
ENSRNOG00000020016,73.731961,66.626203,59.777331,61.885403,34.421643,43.501457,8.407205,69.741162,72.985243,66.473272,63.941324,60.508633,66.315591,60.27608,82.831767,59.182376,30.144273,31.603156,35.269622,23.489558,33.968468,66.29869,59.293462,71.768487
ENSRNOG00000020020,89.427051,86.499786,53.948819,45.636759,55.490933,51.559236,76.264118,69.868393,78.828719,57.383429,80.927419,85.833014,80.941098,64.478859,71.444621,72.165066,34.974526,39.014867,42.130904,47.241348,48.975486,79.76315,81.076106,69.970655
ENSRNOG00000020021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020022,2.864455,2.221266,1.079767,1.88528,1.418416,1.572004,0,2.971821,2.805321,4.747837,4.147284,3.931066,1.914154,1.838509,1.739911,2.821623,2.017718,3.205909,0,2.327717,1.529552,1.203888,3.623237,1.563532
ENSRNOG00000020024,4.027304,4.578745,3.785208,3.721843,5.241093,3.055787,3.081171,4.330677,5.482415,2.17195,3.922342,5.49869,4.850846,4.071291,3.831839,4.286406,1.895305,2.282702,2.636533,2.188804,3.41162,4.185577,3.862457,5.278224
ENSRNOG00000020025,0,0,0,0.552229,0,0,0,0,0,0.675637,0,0,0,0,0,0,0,0,0,0,0.62155,0,0,0
ENSRNOG00000020027,4.509393,3.854811,3.019243,1.534385,4.23199,1.930734,1.041744,5.402759,4.457302,4.462663,2.456375,5.595231,2.903107,4.899531,3.839183,3.839449,1.473401,1.9726,1.667977,1.992092,2.118236,4.215497,1.559409,3.717488
ENSRNOG00000020028,0.185852,0.240968,0,0.035976,0,0,0,0.040244,0.03426,0,0.047437,0.078027,0.067812,0.086599,0.040305,0.087702,0,0,0,0,0,0.128441,0,0
ENSRNOG00000020029,9.380875,6.291796,7.733655,14.272822,4.33727,5.292409,6.681729,6.685064,6.229104,8.225036,4.437968,8.196103,7.605812,7.781309,7.284063,7.864023,11.105138,9.367338,11.84349,5.633873,9.066757,6.591045,7.464753,7.329917
ENSRNOG00000020030,0,0,0,0,0,0,0,0,0,0,0,0.870903,0,0,0.180365,0,0,0,0,0,0,0,0,0
ENSRNOG00000020032,0.545081,0.376935,0.679594,0.211025,0.340728,0.5014,0,1.022956,0.60274,0.744142,0.602801,1.220624,0.463974,0.444377,0.985072,0.300107,0.31268,0.904748,0.305945,0.290202,0.461563,0.627746,0.313883,0.380285
ENSRNOG00000020035,1.251095,2.010349,1.926408,0.242177,0.62456,0.689815,0.423905,1.408302,2.08299,1.208825,1.536046,1.835465,4.898384,1.286772,0.596932,1.297538,0.356513,5.156816,0.972778,0.683816,3.136709,1.776434,1.206818,1.205172
ENSRNOG00000020038,2.805426,2.367445,2.081777,2.374947,0.748837,0.82618,0,2.430351,1.624065,0.83637,2.631955,2.734973,2.588985,2.418176,1.557456,2.260647,0.744952,1.835667,1.182016,1.059273,1.319951,2.246206,2.607355,1.847184
ENSRNOG00000020039,0,0,0,0.076653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085989,0,0,0,0.040531,0,0
ENSRNOG00000020044,9.773166,12.035341,9.277083,8.204536,12.787005,7.922571,1.219344,14.241664,10.599411,10.657057,11.216854,16.665114,11.602225,12.367388,14.816601,9.385036,8.579241,9.950649,5.474811,2.519064,7.285517,12.181513,13.257153,12.338279
ENSRNOG00000020045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020047,4.988379,4.385446,3.194879,2.859976,2.794987,3.33606,2.645829,5.475966,2.494343,2.695993,3.689283,4.640058,4.883385,3.684234,3.104944,3.7755,3.437929,4.624889,1.997265,1.808705,1.616935,4.889159,3.559223,4.270932
ENSRNOG00000020049,9.19437,7.24677,5.370173,5.78048,7.311116,5.54095,1.863463,8.503072,8.811797,7.22967,8.782468,9.932194,10.669844,7.482787,8.249283,6.883744,4.579517,5.858603,3.412736,1.429204,3.65456,9.928397,9.749057,7.903059
ENSRNOG00000020054,0.141133,0,0.15643,0.109278,0,0,0,0.040747,0.104079,0.070051,0.048034,0.039499,0.068667,0.06577,0.081618,0.088796,0.117891,0,0.063396,0,0.168697,0.065029,0.144551,0.3151
ENSRNOG00000020056,20.120131,19.522075,11.315993,12.271699,11.603356,9.200855,4.636214,19.63263,17.81121,12.973102,19.540106,20.562494,18.99794,13.817048,11.880141,16.50187,5.396431,6.857742,7.306188,5.740984,7.474763,19.656023,15.564348,15.893895
ENSRNOG00000020057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020058,0.088126,0.071182,0.040579,0.068234,0.114669,0.093868,0.049801,0.067897,0.078785,0.073203,0.079591,0.206292,0.156182,0.058868,0.067944,0.055574,0.05383,0.115702,0.045802,0,0.088031,0.134657,0.13392,0.049131
ENSRNOG00000020059,0.092671,0.144185,0.038516,0.035877,0,0.034096,0,0.160536,0,0.069001,0,0.038907,0,0.04318,0,0.087462,0,0.080307,0.156077,0,0,0.064044,0.320273,0.193967
ENSRNOG00000020060,455.53524,286.341012,292.244835,206.11675,272.233067,247.009143,56.431294,394.628486,324.398444,344.672597,304.429385,354.771287,487.042305,391.023622,338.791083,448.427459,334.758867,432.684996,256.834249,108.000599,237.854098,280.700069,258.447888,232.365359
ENSRNOG00000020061,0.146191,0.075751,0,0,0,0.053704,0,0.126559,0.216857,0.162793,0,0,0,0,0,0,0.093258,0.064608,0,0,0,0.101405,0,0.061248
ENSRNOG00000020062,0,0,0,0.179632,0,0,0,0.040189,0.034212,0,0,0,0,0.02162,0,0,0.087167,0,0.062517,0,0,0,0,0
ENSRNOG00000020063,8.666402,9.505802,7.580199,11.841742,8.040692,8.047194,2.734085,10.883721,8.024299,8.252106,7.934164,9.026135,9.177012,6.544691,9.214088,7.919684,10.931113,7.349711,9.237792,5.0185,7.949351,9.091099,8.448504,7.335676
ENSRNOG00000020066,0.143935,0.049763,0.039887,0,0,0,0,0.207777,0.035389,0,0,0.04028,0.035021,0,0,0,0,0.041627,0,0,0,0.099493,0,0
ENSRNOG00000020067,2.226744,2.639725,1.661976,1.794516,2.007405,1.839288,1.039574,3.936207,3.685078,2.774857,2.319509,3.663505,3.05035,2.75215,2.562334,2.444823,1.137544,1.928398,1.040684,0.829518,1.493959,3.077342,2.267961,2.739278
ENSRNOG00000020068,12.295848,13.326309,11.410552,14.199229,13.668816,16.573418,12.616264,16.484972,11.77014,10.070189,12.952943,13.302,11.791286,13.752399,11.276523,13.375237,14.627673,11.836757,11.325904,9.208959,11.611273,12.959002,12.933931,12.656805
ENSRNOG00000020072,0,0,0.05681,0,0.057081,0.075561,0,0,0.075459,0,0.104595,0.057663,0.049482,0.047693,0.118678,0.064612,0,0.087694,0,0,0.020462,0,0,0.028626
ENSRNOG00000020073,0.047507,0.098549,0.276454,0.073568,0,0,0,0,0.035037,0,0,0.039886,0.034674,0.088563,0.04121,0.044833,0,0,0,0,0,0.032836,0,0.039775
ENSRNOG00000020075,184.748687,176.828167,166.755351,189.351257,104.153501,108.502754,39.09475,160.643459,195.166333,158.689188,196.402961,214.031859,172.548721,183.650545,187.701078,172.819486,94.094066,116.690294,100.082004,68.808799,85.986501,186.782375,177.288227,185.136216
ENSRNOG00000020076,25.252807,24.748111,24.336745,24.553133,30.178644,26.617766,60.553035,20.758319,26.098887,25.301203,28.982176,26.471068,25.120266,23.930524,24.542284,25.130479,26.423652,22.607481,31.036228,29.933753,33.831526,24.692587,25.28142,22.20077
ENSRNOG00000020077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020078,0.617162,0.746717,0.598755,0.637149,0.299873,0.718841,0,1.158098,0.341673,1.339523,1.103397,0.863261,0.713708,0.935563,0.981515,0.291143,0.129271,0.402616,0.381554,0.656718,1.782169,0.355675,0.435135,1.076634
ENSRNOG00000020080,0,0,0,0,0,0,0,0.134284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020081,118.884588,114.962933,103.844448,100.897969,80.543978,66.362242,23.763922,113.439279,165.542651,93.687264,109.716573,113.862798,121.454339,101.356535,114.742246,156.924985,65.377872,71.865319,53.018368,41.917192,52.495979,125.087363,91.05606,107.36937
ENSRNOG00000020083,28.434519,31.697211,25.877926,22.369738,14.566544,17.86072,11.293433,35.601161,31.23556,23.952843,31.739171,25.950118,33.128208,29.783617,33.108044,24.150795,17.030929,19.564094,12.270177,9.616462,15.020785,36.801274,20.930325,40.997783
ENSRNOG00000020084,0.042656,0.04425,0.035447,0,0,0.094185,0,0,0.219983,0,0,0.035639,0.073565,0,0,0,0,0,0,0,0,0,0.065448,0.178541
ENSRNOG00000020086,6.510095,6.022981,3.794455,4.074517,4.518249,2.857197,1.503479,6.69576,4.92671,4.127116,5.820739,5.965773,7.373529,4.833497,5.555742,6.12057,2.4766,3.038714,2.805628,2.529218,2.825187,5.891066,4.389911,5.86291
ENSRNOG00000020087,0.43087,0.608312,0.298348,0.125107,0.928799,0.554606,1.113626,1.212845,0.732254,0.842738,0.842901,0.889137,0.925437,0.351879,0.518382,0.1127,0,0.516245,0.363394,1.252398,0.353893,0.440144,0.322524,0.695273
ENSRNOG00000020088,2.043139,1.709888,1.503591,1.495479,1.281821,1.131246,1.647103,2.191294,1.765967,1.177404,1.981336,1.901125,2.483149,1.876499,1.68419,2.125904,0.539128,1.133215,1.032245,1.029046,0.924814,1.50188,1.877724,1.546608
ENSRNOG00000020093,0,0.849041,0,0,0,3.307961,0,0,0,0.795513,1.297098,0,0,0.423155,0,0.927028,0.688913,0,0,0,1.812561,0,0,0.733642
ENSRNOG00000020095,0.043164,0.179105,0,0,0.035983,0,0,0.037389,0.031804,0,0.044049,0.07251,0.03148,0.020099,0,0.040745,0,0.037318,0,0,0,0.029816,0.066237,0
ENSRNOG00000020097,0,0,0,0,0,0,0,0.071623,0,0,0,0.138466,0.243104,0.077696,0,0,0,0,0,0,0,0.057475,0,0
ENSRNOG00000020098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020102,29.132652,28.44399,29.753921,29.274095,33.314309,26.902402,6.500755,37.022597,33.661052,29.25087,29.650373,33.213728,35.807045,28.500888,36.279167,36.043997,29.255895,35.062244,30.740865,20.389571,26.472421,31.813319,26.083749,31.439619
ENSRNOG00000020103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020105,0,0,0,0,0,0,0,0,0,0,0,1.05301,0,0,0,0,0.100857,0,0,0,0,0,0,0
ENSRNOG00000020106,0,0.387174,0,0,0.515718,0.913791,1.794905,0.10789,0.467961,0.368336,0.257383,0.311829,0.092316,0.236322,0.432963,0.937318,0.330271,0.802779,0,0,1.11174,0.261469,0,0.209394
ENSRNOG00000020107,1.014199,1.650056,0.575728,0.376084,1.139945,0.545369,0,1.470882,1.400628,0.77697,1.250811,1.834798,1.679674,1.062767,1.324113,1.50839,0.570226,0.923367,0.472058,0.232785,0.373913,1.478116,0.935069,0.967524
ENSRNOG00000020109,0.087303,0,0,0,0.217369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121355,0.067868,0
ENSRNOG00000020110,8.802707,9.004422,8.270535,8.360835,6.94398,5.840057,0.38719,8.905618,9.627535,6.798215,8.64506,11.117899,9.147836,7.417053,5.055328,7.058934,4.973948,6.587371,5.169973,2.655911,4.606092,8.936582,10.300198,8.230012
ENSRNOG00000020112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357194,0,0
ENSRNOG00000020113,2.909956,1.887302,1.345466,1.280195,1.296974,0.901012,0.36428,1.661643,1.7504,0.764388,1.988379,1.807172,2.070316,1.551933,1.405499,1.218149,0.636092,1.646061,1.421518,0.392885,1.285965,2.463541,1.922585,1.605069
ENSRNOG00000020115,11.773327,8.802254,11.443531,9.115988,11.386058,7.147707,10.26922,15.092508,13.571309,13.317666,7.906655,12.953679,13.276979,13.397729,13.286247,12.08242,6.622075,14.564302,10.655601,6.673859,10.811283,13.291479,11.633914,10.463551
ENSRNOG00000020117,29.010307,26.791243,24.735453,31.46231,25.011461,24.527952,15.128095,30.257434,18.97687,28.239659,27.246761,28.849204,28.854478,29.575516,26.91951,32.175924,35.126809,39.565254,28.466203,16.216174,22.478362,27.807806,27.103357,28.59488
ENSRNOG00000020118,0.231649,0.079906,0.298305,0.059789,1.41083,0.957693,1.789805,0.604363,0.366837,1.152351,0.317955,0.572925,0.72888,0.544307,1.471115,0.873698,0.545336,0.834958,0.689321,0.71139,0.602095,0.506769,1.28628,0.387647
ENSRNOG00000020119,0.451033,0.164542,0.565126,0.180865,0.186315,0.229541,0,0.633502,0.370983,1.003054,0.226865,0.294992,0.103065,0.3608,0.035165,0.938513,0.049878,0.314325,0.230805,0.204075,0.143443,0.174233,0.185389,0.050871
ENSRNOG00000020124,0.970773,0.601267,0.653238,0.601366,0.159434,0.708307,0,1.006199,0.88774,1.280131,0.606507,0.803412,0.873036,0.559813,2.359223,1.45265,1.082411,0.377231,2.840625,0.871759,0,0.547952,0.311822,1.14316
ENSRNOG00000020125,2.507274,1.296929,1.677818,0.873615,3.213046,2.203853,1.90986,3.361064,2.916095,2.313318,2.845428,2.297901,2.319558,1.543879,3.385792,1.648346,2.490386,2.306088,1.547457,0.680474,1.861966,1.927079,2.058344,4.111714
ENSRNOG00000020129,0.146743,0,0.048726,0.136345,0.073502,0.021618,0,0.203429,0.086237,0.131361,0.209274,0.246848,0.192167,0.027254,0.330945,0.027728,0.145322,0.125604,0.098484,0,0.070256,0.040469,0.067283,0.245583
ENSRNOG00000020130,9.849524,10.025309,6.712709,6.337773,9.267343,6.527704,5.238081,13.835441,10.464481,7.394442,9.119069,11.364341,13.205716,9.54994,12.430208,11.946898,6.052284,12.309092,7.073498,6.362764,5.933113,10.233112,6.861255,9.465326
ENSRNOG00000020131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020132,0,0,0,0,0,0,0,0,0.043439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049208
ENSRNOG00000020133,0.043274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029893,0,0
ENSRNOG00000020134,16.787488,12.519473,7.83551,7.654621,6.21998,6.56592,1.804873,12.119226,12.053975,5.808803,11.085975,12.202184,13.501771,10.732285,10.229017,11.898049,7.120715,9.447069,4.290704,1.178351,3.836773,15.618381,8.165187,11.943412
